Название услуги,Цена,Код услуги,Длительность,Категория,Рекомендации после приёма,Код по приказу №804н,Ставка НДС
Генодиагностика тромботической тромбоцитопенической пурпуры (ген ADAMTS13),11420.0,22.19.A2,12.0,Прочие анализы,,A27.30.216,
Генетическая предрасположенность к болезни Альцгеймера (венозная кровь; APOE E2/E3/E4),5262.0,22.1.D20,21.0,Прочие анализы,,A27.05.002.001,
"Исследование полиморфизмов в генах, кодирующих рецепторы и ферменты метаболизма стероидных гормонов",13625.0,22.1.1.A1,15.0,Прочие анализы,,A27.05.025.002,
"Исследование полиморфизмов в генах, влияющих на эффективность детоксикации ксенобиотиков (расширенная панель)",27080.0,22.1.1.A5,18.0,Прочие анализы,,A27.30.494,
Генетическое исследование эффективности детоксикации метаболитов эстрогенов (расширенная панель),12330.0,22.1.1.A6,11.0,Прочие анализы,,A27.30.499,
"Исследование полиморфизмов в генах, кодирующих рецепторы и ферменты метаболизма нейромедиаторов",16100.0,22.1.1.A9,11.0,Прочие анализы,,A27.30.496,
Выявление неслучайной инактивации (лайонизации) Х-хромосомы у женщин (диагностика бесплодия),13390.0,22.1.1.A3,11.0,Прочие анализы,,A27.30.289.001,
Генетическая диагностика клеточного старения (измерение длины теломер),8980.0,22.1.1.A2,11.0,Прочие анализы,,A09.05.255.001,
"Исследование полиморфизмов в генах, кодирующих рецепторы и ферменты метаболизма витамина D",5060.0,22.1.1.A8,11.0,Биохимия крови,,A27.30.497,
"Оценка риска токсичности при терапии статинами (симвастатин, ловастатин, аторвастатин, питавастатин, правастатин, розувастатин, флувастатин)",9800.0,22.1.A35,11.0,Биохимия крови,,A09.05.035.043,
"Генетический риск осложнений беременности и патологии плода, 12 показателей",10410.0,22.1.D5.202,5.0,Прочие анализы,,A27.20.001.006,
"Пакет «ОК!» (оценка риска тромбоза при приёме ОК и ГЗТ), 2 показателя",2545.0,50.0.H112.202,5.0,Прочие анализы,,A27.05.002.003,
"Генетический риск нарушений системы свертывания (F2, F5, F7, FGB, F13A1, SERPINE1, ITGA2, ITGB3 - 8 точек)",5410.0,22.1.D3.202,5.0,Прочие анализы,,A27.05.002.002,
Определение мутации в гене протромбина Thr165Met,2150.0,22.1.A27,12.0,Прочие анализы,,A27.05.002.006,
"Генетические дефекты ферментов фолатного цикла (MTHFR, MTR, MTRR - 4 точки)",5275.0,22.1.D4.202,5.0,Прочие анализы,,A27.05.003.001,
"Генетическая предрасположенность к гипертонии, 9 показателей",5970.0,22.1.D15.202,5.0,Прочие анализы,,A27.30.116,
"Пакет «Риски возникновения сердечно-сосудистых заболеваний» (риск нарушения свёртывания крови и гипертонии, фолатный цикл), 21 показатель",10655.0,50.0.H114.202,5.0,Прочие анализы,,A27.05.002.004,
"Комплексная генодиагностика недостаточности протеина С, протеина S и антитромбина III при тромбофилии (частые полиморфизмы в генах PROC, PROS1, SERPINC1)",11085.0,22.11.A2,12.0,Биохимия крови,,A27.30.215,
"Пакет «ОнкоРиски» (BRCA1/2, фолатный цикл), 12 показателей",6500.0,50.0.H113.202,5.0,Прочие анализы,,A27.05.002.005,
"Генетический риск развития рака молочной железы и рака яичников (BRCA1, BRCA2 - 8 показателей)",3500.0,22.1.D13.202,5.0,Прочие анализы,,A27.05.040.008,
"Определение мутаций в генах:  BRCA1 (11 мутаций), BRCA2 (3 мутации), PALB2 (1 мутация), CHEK2 (4 мутации), NBN (1 мутация), венозная кровь",7900.0,22.1.D28,11.0,Прочие анализы,,A27.05.040.002,
"Диагностика семейной средиземноморской лихорадки (периодическая болезнь, ген MEFV).",10415.0,22.1.A21,11.0,Прочие анализы,,B03.014.002.001,
"Ген рецептора витамина D, полиморфизм 283 A>G (BsmI)",1850.0,22.1.D23,8.0,Биохимия крови,,A27.30.057.002,
Генодиагностика болезни Вильсона-Коновалова (анализ мутаций гена ATP7B),11440.0,22.1.D117,11.0,Прочие анализы,,B03.019.011.002,
"Генетическая диагностика наследственной гиперхолестеринемии (гены LDLR, PCSK9, APOB100)",10875.0,22.4.D3,12.0,Биохимия крови,,A27.30.141,
Генетическая диагностика фенилкетонурии (ген PAH),21425.0,22.1.A34,12.0,Прочие анализы,,A27.05.035,
Генетическая диагностика семейной гиперхолестеринемии (6 экзонов гена PCSK9),13495.0,22.4.D4,12.0,Биохимия крови,,A27.30.142,
Генодиагностика острой перемежающейся порфирии (ген HMBS),13075.0,22.14.D1,12.0,Прочие анализы,,A27.30.484,
"Генетическая диагностика наследственной нейросенсорной тугоухости (гены GJB2, GJB3, GJB6, POU3F4, WFS1)",7740.0,22.7.D1,11.0,Прочие анализы,,A27.05.033.001,
"Генетическая диагностика спинальной мышечной атрофии (SMN1, SMN2)",5970.0,22.1.D24,11.0,Прочие анализы,,A27.05.034.001,
Генодиагностика болезни Гентингтона (оценка числа CAG-повторов в гене НТТ),5310.0,22.1.D30,11.0,Прочие анализы,,A27.30.113,
Синдром ломкой Х хромосомы (определение числа повторов CGG в гене FMR1),6760.0,22.1.A20,11.0,Прочие анализы,,A27.30.140,
Генодиагностика врожденного ангионевротического отека (ген SERPING1),31865.0,22.17.A1,12.0,Прочие анализы,,B03.019.021.001,
Генодиагностика бокового амиотрофического склероза (ген SOD1),9365.0,22.17.A2,12.0,Прочие анализы,,A27.30.480,
Генодиагностика мышечной дистрофии Дюшенна и Беккера (делеции/дупликации экзонов 1-79 в гене DMD),9500.0,22.17.A3,12.0,Прочие анализы,,A27.05.032.001,
Генодиагностика болезни Шарко-Мари-Тута 1А и наследственной нейропатии с подверженностью параличу от сдавления (ген РМР22),20220.0,22.17.A4,12.0,Прочие анализы,,A27.30.481,
"Генодиагностика болезни Паркинсона (количество копий генов PARK и ATP13A2, мутации в генах SNCA и LRRK2)",11155.0,22.17.D1,12.0,Прочие анализы,,A27.30.482,
"Ген андрогенового рецептора (AR), число CAG-повторов",4815.0,22.1.A22,11.0,Прочие анализы,,A27.05.025.001,
Генодиагностика врожденной гиперплазии надпочечников (исследование 15 мутаций в гене CYP21A2 с учетом изменения в псевдогене CYP21P),12615.0,22.1.D25,12.0,Прочие анализы,,A27.05.024.004,
"Комплексная генетическая диагностика синдрома поликистоза яичников (СПКЯ), 6 показателей",8685.0,22.1.D29,12.0,Онкомаркеры,,A27.30.118,
"Диагностика CFTR-ассоциированных заболеваний: бесплодие, панкреатит, муковисцидоз (38 аберраций гена CFTR)",16370.0,22.1.D31,11.0,Онкомаркеры,,A27.05.036.001,
"Выявление микроделеций в факторе азооспермии AZF (локусы A, B, C)",6170.0,22.4.D1.202,8.0,Прочие анализы,,A27.05.022.001,
"Скрининг на наследственные заболевания при планировании беременности (гетерозиготное носительство у родителей мутаций в генах GJB2, SMN1, PAH, CFTR)",6695.0,22.13.A1,12.0,Прочие анализы,,A27.30.483,
Генетическая диагностика первичной яичниковой недостаточности (ген FMR1),6760.0,22.1.D34,11.0,Прочие анализы,,A27.30.119,
"Генетически обусловленная чувствительность к варфарину (VKORC1, CYP2C9, CYP4F2 - 4 точки)",4820.0,22.2.D1.202,3.0,Микробиология,,A27.05.045.001,
"Оценка влияния генов CYP2D6 и CYP2C19 на метаболизм антидепрессантов ингибиторов обратного захвата серотонина/норадреналина – эсциталопрам, циталопрам, сертралин, флювоксамин, пароксетин, венлафаксин (слюна)",8080.0,22.1.D26,11.0,Прочие анализы,,A27.05.045.002,
Определение SNP в гене IL 28B человека (IL28B: C>T (rs12979860) IL28B: T>G (rs8099917)),1775.0,50.0.H116.202,5.0,Прочие анализы,,A27.30.120,
Диагностика при жировой болезни печени (ген PNPLA3),4485.0,22.1.A26,11.0,Прочие анализы,,A27.30.121,
"Генодиагностика патологии печени (оценка мутаций в генах: HFE, ATP7B, PiZ/S А1АТ и PNPLA3)",8510.0,22.1.D27,11.0,Прочие анализы,,A27.05.009.001,
"Гемохроматоз, определение мутаций (HFE: 187C>G (rs1799945) HFE: 845G>A (rs1800562))",3505.0,50.0.H115.202,5.0,Онкомаркеры,,A27.05.010.002,
Генетический тест на лактозную непереносимость: MCM6: -13910 T>C,1500.0,22.1.A1.202,5.0,Прочие анализы,,B03.032.003.001,
"Расширенная диагностика лактазной недостаточности (МСМ6: 13910 С>T,  13907 С>G, 13915 T>G,14010 G>С)",2850.0,22.1.D32,11.0,Прочие анализы,,B03.032.003.002,
Диагностика синдрома Жильбера (мутация гена UGT1),4255.0,22.1.A16.202,5.0,Онкомаркеры,,A27.30.015,
"Генетическая диагностика наследственной формы панкреатита (гены PRSS1, SPINK1)",4380.0,22.1.D35,11.0,Онкомаркеры,,B03.057.002.001,
"Расширенная генодиагностика синдрома Жильбера (TA-повторы и замены p.G71R, p.P229Q в гене UGT1A1)",7235.0,22.1.D36,11.0,Онкомаркеры,,A27.30.214,
"Выбери спорт. Скорость, сила, выносливость (венозная кровь; генетическая предрасположенность к занятиям различными видами спорта)",14055.0,22.1.D19,10.0,Прочие анализы,,A27.30.123,
"Идеальный вес. Диета и фитнес, 5 показателей (венозная кровь; генетические факторы индивидуальных особенностей обмена веществ)",14055.0,22.1.D18,10.0,Прочие анализы,,A27.30.122,
Раcширенное генотипирование HLA-B27 (болезнь Бехтерева),5390.0,22.1.2.D1,12.0,ПЦР диагностика & Генетика,,A12.05.010.002,
Генотипирование HLA-Cw6 при псориазе,4260.0,22.1.A25,11.0,ПЦР диагностика & Генетика,,A27.05.041.009,
Антиген системы гистосовместимости HLA B51,3255.0,22.1.A143,11.0,Прочие анализы,,A12.05.010.001,
Типирование HLA DQ2/DQ8 при целиакии,8315.0,22.3.D4.202,9.0,Прочие анализы,,A27.05.041.008,
Антиген системы гистосовместимости HLA В27,3550.0,22.3.A4.202,5.0,Прочие анализы,,A27.05.041.001,
"Антигены системы гистосовместимости HLA II класс, генотипирование (локусы DRB1, DQA1, DQB1)",9090.0,22.3.H1.202,9.0,ПЦР диагностика & Генетика,,A27.05.041.003,
Комплекс «Генотипирование супружеской пары по антигенам гистосовместимости HLA II класса»,12755.0,22.3.D3.202,9.0,ПЦР диагностика & Генетика,,A27.05.041.004,
Антигены системы гистосовместимости HLA II класс: локус DRB1,3370.0,22.3.A1.202,9.0,Прочие анализы,,A27.05.041.005,
Антигены системы гистосовместимости HLA II класс: локус DQA1,3370.0,22.3.A2.202,9.0,Прочие анализы,,A27.05.041.006,
Антигены системы гистосовместимости HLA II класс: локус DQB1,3370.0,22.3.A3.202,9.0,Прочие анализы,,A27.05.041.007,
Определение мутации W515 в гене MPL,6225.0,20.0.A2,11.0,Прочие анализы,,A27.05.021.009,
"Определение мутаций 9 экзона гена CALR (del52, insTTGTC)",6225.0,20.0.D2,11.0,Прочие анализы,,A27.05.021.010,
"Определение мутаций (V617F в 14 экзоне гена Jak-2 киназа, W515 в гене MPL, 9 экзона гена CALR) при миелопролиферативных заболеваниях (МПЗ)",13020.0,20.0.D3,11.0,Прочие анализы,,A27.05.012.004,
"Определение мутации в 12 экзоне гена Jak-2 киназы, кач.",5875.0,20.0.D4,12.0,Прочие анализы,,A27.05.061.038,
"PML-RARA тип bcr 1-2 – t(15;17), качест.",3490.0,1.1.A1.202,11.0,ПЦР диагностика & Генетика,,A27.30.090.002,
"PML-RARA тип bcr 1-2 – t(15;17), колич.",3690.0,1.1.A2.202,11.0,ПЦР диагностика & Генетика,,A27.30.090.004,
"PML-RARA тип bcr 3 – t(15;17), качест.",3490.0,1.1.A3.202,11.0,ПЦР диагностика & Генетика,,A27.30.090.003,
"BCR-ABLp210 t(9;22), кач. (b2a2/b3a2 суммарно)",3490.0,20.0.D1,11.0,ПЦР диагностика & Генетика,,A27.05.017.005,
BCR-ABL p210 t(9;22) кол. (b2a2/b3a2 суммарно),3690.0,20.0.A1,11.0,ПЦР диагностика & Генетика,,A27.05.017.004,
"BCR-ABLp230 t(9;22), кол.",8620.0,20.0.A3,11.0,ПЦР диагностика & Генетика,,A27.30.070.001,
"BCR-ABL p190 – t(9;22), качест.",3490.0,1.1.A11.202,11.0,ПЦР диагностика & Генетика,,A27.30.070.002,
"BCR-ABL p190 – t(9;22), колич.",3690.0,1.1.A12.202,11.0,ПЦР диагностика & Генетика,,A27.05.017.006,
"AML1-ETO – t(8;21), кач.",6435.0,1.1.A14.202,11.0,Прочие анализы,,A27.30.153,
"Определение мутации V617F в 14 экзоне гена Jak-2 киназы, кач.",2870.0,1.1.A34.202,11.0,Прочие анализы,,A27.05.012.006,
"Определение мутации V617F в 14 экзоне гена Jak-2 киназы, колич.",3445.0,1.1.A35.202,11.0,Прочие анализы,,A27.05.012.001,
Цитогенетическое исследование клеток костного мозга (кариотип),13190.0,22.6.A2.204,14.0,Прочие анализы,,B03.019.001.001,
Кариотипирование (количественные и структурные аномалии хромосом) с фотографией хромосом,9385.0,22.6.A1.204,14.0,Прочие анализы,,A12.05.013.066,
Кариотип с аберрациями (при воздействии мутагенных факторов и онкогематологических заболеваниях),9890.0,22.6.A3.204,30.0,Прочие анализы,,A08.30.029.003,
Кариотипирование (количественные и структурные аномалии хромосом),9090.0,22.6.D1,14.0,Прочие анализы,,A08.30.029.004,
"Молекулярное кариотипирование материала абортуса (хромосомный микроматричный анализ, Оптима)",13157.0,22.6.A5,18.0,Онкомаркеры,,A08.30.029.005,
"ХМА пренатальный (амниотическая жидкость/ворсины хориона/пуповинная кровь с ЭДТА; выявление хромосомной патологии: анеуплоидии, делеции, дупликации)",19473.0,22.6.A10,14.0,Прочие анализы,,A12.05.013.067,
"ХМА - стандартный (венозная кровь, ворсины хориона; разрешение от 200000 пар нуклеотидов)",21052.0,22.6.A7,54.0,Прочие анализы,,A12.05.013.001,
ХМА экзонного уровня (венозная кровь),36315.0,22.6.A13,54.0,Прочие анализы,,A12.05.013.002,
"*Установление отцовства - дуэт (25 маркеров), (предполагаемый отец, ребенок)",22215.0,22.7.A1.119,14.0,Прочие анализы,,B03.045.030.001,
"*Установление отцовства - трио (25 маркеров), (предполагаемый отец, ребенок, биологическая мать)",24660.0,22.7.A2.119,14.0,Прочие анализы,,B03.045.030.003,
"*Установление материнства - дуэт (25 маркеров), (предполагаемая мать, ребенок)",22215.0,22.7.A3.119,14.0,Прочие анализы,,B03.045.030.002,
"*Установление материнства - трио (25 маркеров), (предполагаемая мать, ребенок, биологический отец)",24660.0,22.7.A4.119,14.0,Прочие анализы,,B03.045.030.004,
"Универсальный тест на установление родства: дедушка/бабушка - внук/внучка, дядя/тетя - племянник/племянница, родные/сводные братья/сестры (2 участника, до 40 маркеров ДНК или половых хромосом)",20120.0,22.7.A6.119,16.0,ПЦР диагностика & Генетика,,B03.045.038.001,
"Дополнительный участник № 1 (расчет вероятности родства, 25 маркеров)",8200.0,22.7.A7.119,16.0,Биохимия крови,,B03.045.038.004,
"Дополнительный участник № 2 (расчет вероятности родства, 25 маркеров)",8200.0,22.7.A8.119,16.0,Биохимия крови,,B03.045.038.002,
"Дополнительный участник № 3 (расчет вероятности родства, 25 маркеров)",8200.0,22.7.A9.119,16.0,Биохимия крови,,B03.045.038.003,
Дубликат заключения - Установление родства,425.0,22.7.A10,7.0,Прочие анализы,,B03.045.030,
"Определение мутаций в гене EGFR, кровь (жидкостная биопсия)",24841.0,22.8.D4,21.0,Прочие анализы,,A27.30.016.001,
"ХМА опухолевой ткани, Онкоскан (опухолевая ткань; разрешение от 300000 пар нуклеотидов)",59999.0,22.6.A9,54.0,Прочие анализы,,A12.05.013.003,
"""Рак легких, базовая панель"" (опухолевая ткань; мутации в генах EGFR, KRAS, NRAS, BRAF)",17578.0,22.9.A8,12.0,Прочие анализы,,A27.30.016.010,
"Жидкостная биопсия при раке легкого, базовая (венозная кровь; мутации в генах EGFR, KRAS, NRAS, BRAF)",32631.0,22.9.A5,21.0,Прочие анализы,,A08.09.002.005,
"Жидкостная биопсия: рак толстой кишки и меланома (венозная кровь; мутации в генах BRAF, KRAS, NRAS)",48420.0,22.8.A2,30.0,Прочие анализы,,A08.18.003.002,
"Жидкостная биопсия, 57 генов (венозная кровь)",66315.0,22.8.A12,54.0,Прочие анализы,,A27.30.183,
"Определение мутаций в генах BRCA1, BRCA2, PALB2, ATM, CHEK2 методом NGS (венозная кровь или опухолевая ткань)",23157.0,22.8.A3,30.0,Прочие анализы,,A27.05.040.001,
"Панель ""Женские наследственные опухоли"" (венозная кровь)",21052.0,22.8.A4,54.0,Прочие анализы,,A27.30.179,
"Панель ""Наследственный рак молочной железы"" (венозная кровь)",21052.0,22.8.A5,54.0,Прочие анализы,,A27.30.180,
"Панель ""Наследственный рак толстой кишки"" (венозная кровь)",21052.0,22.8.A6,54.0,Прочие анализы,,A27.30.181,
"Панель ""Наследственные опухолевые синдромы"" (венозная кровь)",36841.0,22.8.A8,100.0,Прочие анализы,,A27.30.182,
"Панель ""Факоматозы и наследственный рак"" (венозная кровь)",36841.0,22.9.A24,100.0,Прочие анализы,,A27.30.178,
"Оценка риска рака предстательной железы Проста-Тест 2.0 (экспрессия PCA3, выявление химерного гена TMPRSS2-ERG)",7140.0,22.8.A16,7.0,Прочие анализы,,A09.28.087.001,
"Определение статуса микросателлитной нестабильности в опухолевой ткани высокочувствительным методом, Idylla",43125.0,22.8.A17,6.0,Прочие анализы,,A27.30.001.002,
"Комплексное генетическое исследование при раке легких, определение мутаций в генах EGFR, KRAS, NRAS, BRAF в опухолевой ткани высокочувствительным методом, Idylla",115920.0,22.8.A22,6.0,Прочие анализы,,A27.30.016.003,
"Комплексное генетическое исследование при колоректальном раке, определение мутаций в генах KRAS, NRAS, BRAF и MSI в опухолевой ткани высокочувствительным методом, Idylla",115920.0,22.8.A23,6.0,Прочие анализы,,A27.30.016.011,
Полное секвенирование генома GenomeUNI (венозная кровь),99999.0,22.9.A4,130.0,Прочие анализы,,A27.05.061.001,
Полное секвенирование экзома (венозная кровь),43157.0,22.9.A3,100.0,Прочие анализы,,A27.05.061.002,
Клиническое секвенирование экзома (венозная кровь),42104.0,22.9.A2,100.0,Прочие анализы,,A27.05.061.003,
Секвенирование митохондриального генома (венозная кровь),36841.0,22.9.A1,100.0,Прочие анализы,,A27.05.061.016,
"Скрининг на наследственные заболевания, 2500 генов (венозная кровь)",31578.0,22.9.A9,100.0,Прочие анализы,,A27.05.061.025,
"Панель ""Заболевания соединительной ткани"" (венозная кровь)",36841.0,22.9.A11,100.0,Прочие анализы,,A27.05.061.026,
"Панель ""Наследственные эпилепсии""  (венозная кровь)",36841.0,22.9.A19,100.0,Прочие анализы,,A27.05.061.014,
"Панель ""Наследственная тугоухость"" (венозная кровь)",36841.0,22.9.A12,100.0,Прочие анализы,,A27.05.061.027,
"Панель ""Нейродегенеративные заболевания"" (венозная кровь)",36841.0,22.9.A20,100.0,Прочие анализы,,A27.05.061.028,
"""Первичный иммунодефицит и наследственные анемии"" (венозная кровь)",36841.0,22.9.A22,100.0,Прочие анализы,,A27.05.061.024,
"Панель ""Умственная отсталость и аутизм"" (венозная кровь)",36841.0,22.9.A23,100.0,Прочие анализы,,A27.05.061.029,
"Панель ""Наследственные нарушения обмена веществ"" (венозная кровь)",36841.0,22.9.A17,100.0,Прочие анализы,,B03.006.004.002,
"Панель ""Нервно-мышечные заболевания"" (венозная кровь)",36841.0,22.9.A21,100.0,Прочие анализы,,A27.05.061.030,
"Панель ""Наследственные заболевания глаз"" (венозная кровь)",36841.0,22.9.A13,100.0,Прочие анализы,,A27.05.061.031,
"Панель ""Наследственные заболевания почек"" (венозная кровь)",36841.0,22.9.A15,100.0,Прочие анализы,,A27.05.061.032,
"Панель ""Наследственные заболевания сердца"" (венозная кровь)",36841.0,22.9.A16,100.0,Прочие анализы,,A27.05.061.033,
"""Наследственные нарушения репродуктивной системы"" (венозная кровь)",36841.0,22.9.A18,100.0,Прочие анализы,,A27.05.061.034,
"Панель ""Наследственные заболевания ЖКТ"" (венозная кровь)",36841.0,22.9.A14,100.0,Прочие анализы,,A27.05.061.035,
*Первичные данные секвенирования в формате FASTQ (Геномед),3157.0,22.9.A25,9.0,Прочие анализы,,A27.30.218,
"Скрининг на носительство наследственных рецессивных заболеваний Carrier Seq, 418 генов, First Genetics",37270.0,22.9.A26,42.0,Прочие анализы,,A27.30.219,
"NGS-панель Аутизм Genetico, исследование количества CGG повторов в гене FMR1,  без выдачи сырых данных",53660.0,22.9.A27,52.0,Прочие анализы,,A27.05.061.036,
Первичные данные секвенирования в формате FASTQ (Генотек),50.0,22.9.A29,9.0,Прочие анализы,,A27.30.478.012,
Первичные данные секвенирования в формате FASTQ (Genetico),20875.0,22.9.A33,17.0,Прочие анализы,,A27.30.478.011,
"Онкогенетический анализ. Полное секвенирование экзома и анализ панели ""Наследственный рак"" (Лаборатория геномики Пироговского университета)",61500.0,22.9.A34,52.0,Прочие анализы,,A27.30.492,
Полное секвенирование экзома на основании направительного диагноза (Лаборатория геномики Пироговского университета),64735.0,22.9.A35,52.0,Прочие анализы,,A27.30.493,
Преконцепционный скрининг. Полное секвенирование экзома и определение носительства наследственных заболеваний (Лаборатория геномики Пироговского университета),61500.0,22.9.A36,52.0,Прочие анализы,,A27.30.491,
"Скрининг на носительство наследственных заболеваний ""Базовый"" (Геномед)",7367.0,22.1.A29,17.0,Прочие анализы,,A27.05.061.023,
"Молекулярно-генетическое исследование при семейной гиперхолестеринемии (гены LDLR, APOB, PCSK9, LDLRAP1) методом NGS",28500.0,22.1.A37,32.0,Биохимия крови,,A27.05.061.041,
Геном Ферти - диагностика генетических причин бесплодия у мужчин и женщин (Геномед),78946.0,22.9.A31,140.0,Прочие анализы,,A27.05.061.040,
"Кардио-панель Genetico, без выдачи сырых данных",49190.0,22.11.A1,52.0,Прочие анализы,,A27.05.061.037,
"NGS-панель Болезни обмена веществ Genetico, без выдачи сырых данных",49190.0,22.14.A1,52.0,Прочие анализы,,B03.006.004.001,
"НИПТ Т21 (Геномед): скрининг 21 хромосомы, синдрома Дауна (исследовательский отчет)",17000.0,26.2.A6,14.0,Онкомаркеры,,A27.20.001.002,
"НИПТ стандартная панель (Геномед): скрининг хромосом 13, 18, 21, моносомия/трисомия X, с-м Клайнфельтера/с-м Якобса (исследовательский отчет)",24200.0,26.2.A8,14.0,Прочие анализы,,A27.20.001.003,
"НИПТ расширенная панель (Геномед): скрининг хромосом 13, 18, 21, X, Y, микроделеций у плода, носительство генов наследственных заболеваний у матери (исследовательский отчет)",35788.0,26.2.A9,14.0,Прочие анализы,,A27.20.001.029,
НИПС First test 21 (First Genetics): скрининг хромосомы 21 (исследовательский отчет),17000.0,26.2.A11,14.0,Прочие анализы,,A27.20.001.012,
"НИПС  First test light (First Genetics): скрининг хромосом 13, 18, 21 (исследовательский отчет)",22500.0,26.2.A12,14.0,Прочие анализы,,A27.20.001.014,
НИПС First test medium (First Genetics): скрининг хромосомы 21; моносомия/трисомия X; с-м Клайнфельтера; с-м Джейкобса; XXYY (исследовательский отчет),23250.0,26.2.A13,14.0,Прочие анализы,,A27.20.001.013,
"НИПС First test (First Genetics): скрининг хромосом 13, 18, 21; моносомия /трисомия X; с-м Клайнфельтера; с-м Джейкобса; XXYY (исследовательский отчет)",24200.0,26.2.A14,14.0,Прочие анализы,,A27.20.001.015,
"НИПТ базовая панель (Геномед): скрининг хромосом 13, 18, 21 (исследовательский отчет)",19999.0,26.2.A15,14.0,Прочие анализы,,A27.20.001.026,
Определение пола плода (выявление фрагментов Y-хромосомы плода по крови матери),7578.0,26.3.A1,13.0,Прочие анализы,,A27.20.001.007,
Определение резус-фактора плода (выявление гена RHD плода по крови матери),9367.0,26.3.A2,14.0,Прочие анализы,,A27.20.001.005,
"Комплексный анализ крови на наличие тяжёлых металлов и микроэлементов 23 показателя (Li, B, Na, Mg, Al, Si, K, Ca, Ti, Cr, Mn, Fe, Co, Ni, Cu, Zn, As, Se, Mo, Cd, Sb, Hg, Pb), спектрометрия",5805.0,50.0.H153,7.0,Прочие анализы,,A09.05.242.009,
"Бор в крови, спектрометрия (B)",1375.0,23.1.A10,6.0,Прочие анализы,,A09.05.265.001,
"Натрий в крови, спектрометрия (Na)",1375.0,23.1.A1,6.0,Прочие анализы,,A09.05.242.010,
"Магний в крови, спектрометрия (Mg)",1375.0,23.1.A5,6.0,Прочие анализы,,A09.05.242.011,
"Алюминий в крови, спектрометрия (Al)",1375.0,23.1.A11,6.0,Прочие анализы,,A09.05.266.001,
"Кремний в крови, спектрометрия (Si)",1375.0,23.1.A12,6.0,Прочие анализы,,A09.05.267.001,
"Калий в крови, спектрометрия (K)",1375.0,23.1.A2,6.0,Прочие анализы,,A09.05.242.012,
"Кальций в крови, спектрометрия (Ca)",1375.0,23.1.A3,6.0,Прочие анализы,,A09.05.242.013,
"Титан в крови, спектрометрия (Ti)",1375.0,23.1.A13,6.0,Прочие анализы,,A09.05.268.001,
"Хром в крови, спектрометрия (Cr)",1375.0,23.1.A14,6.0,Прочие анализы,,A09.05.269.001,
"Марганец в крови, спектрометрия (Mn)",1375.0,23.1.A15,6.0,Прочие анализы,,A09.05.270.001,
"Железо в крови, спектрометрия (Fe)",1375.0,23.1.A4,6.0,Прочие анализы,,A09.05.242.014,
"Кобальт в крови, спектрометрия (Co)",1375.0,23.1.A16,6.0,Прочие анализы,,A09.05.271.001,
"Никель в крови, спектрометрия (Ni)",1375.0,23.1.A17,6.0,Прочие анализы,,A09.05.272.001,
"Медь в крови, спектрометрия (Cu)",1375.0,23.1.A8,6.0,Прочие анализы,,A09.05.273.001,
"Цинк в крови, спектрометрия (Zn)",1375.0,23.1.A7,6.0,Прочие анализы,,A09.05.274.001,
"Мышьяк в крови, спектрометрия (As)",1375.0,23.1.A18,6.0,Прочие анализы,,A09.05.275.001,
"Селен в крови, спектрометрия (Se)",1375.0,23.1.A19,6.0,Прочие анализы,,A09.05.276.001,
"Молибден в крови, спектрометрия (Mo)",1375.0,23.1.A20,6.0,Прочие анализы,,A09.05.277.001,
"Кадмий в крови, спектрометрия (Cd)",1375.0,23.1.A21,6.0,Прочие анализы,,A09.05.278.001,
"Сурьма в крови, спектрометрия (Sb)",1375.0,23.1.A22,6.0,Прочие анализы,,A09.05.279.001,
"Ртуть в крови, спектрометрия (Hg)",1375.0,23.1.A23,6.0,Прочие анализы,,A09.05.280.001,
"Свинец в крови, спектрометрия (Pb)",1375.0,23.1.A24,6.0,Прочие анализы,,A09.05.281.001,
"Йод в крови, спектрометрия (I)",1375.0,23.1.A25,6.0,Прочие анализы,,A09.05.117.001,
"Литий в крови (Li), спектрометрия (включая литий терапевтический)",1375.0,23.1.D1,6.0,Прочие анализы,,A09.05.086.001,
"Комплексный анализ на наличие тяжёлых металлов и микроэлементов 23 показателя (Li, B, Na, Mg, Al, Si, K, Ca, Ti, Cr, Mn, Fe, Co, Ni, Cu, Zn, As, Se, Mo, Cd, Sb, Hg, Pb) в разовой порции мочи, спектрометрия",5805.0,50.0.H154,6.0,Прочие анализы,,A09.28.060.001.002,
"Литий в разовой порции мочи, спектрометрия (Li)",1375.0,23.3.A9,7.0,Прочие анализы,,A09.28.060.008,
"Бор в разовой порции мочи, спектрометрия (B)",1375.0,23.3.A10,6.0,Прочие анализы,,A09.28.070.001,
"Натрий в разовой порции мочи, спектрометрия (Na)",1375.0,23.3.A1,7.0,Прочие анализы,,A09.28.060.003,
"Магний в разовой порции мочи, спектрометрия (Mg)",1375.0,23.3.A5,7.0,Прочие анализы,,A09.28.060.004,
"Алюминий в разовой порции мочи, спектрометрия (Al)",1375.0,23.3.A11,7.0,Прочие анализы,,A09.28.071.001,
"Кремний в разовой порции мочи, спектрометрия (Si)",1375.0,23.3.A12,7.0,Прочие анализы,,A09.28.072.001,
"Калий в разовой порции мочи, спектрометрия (K)",1375.0,23.3.A2,7.0,Прочие анализы,,A09.28.060.005,
"Кальций в разовой порции мочи, спектрометрия (Ca)",1375.0,23.3.A3,7.0,Прочие анализы,,A09.28.060.006,
